"B1","B2","B3","B4","B5","B6","B7","B8","B9","B10","B11","Fase","Amplitude","Cte","MVC_verano","MVC_otono","MVC_primavera","Textura_medB7","Textura_medB5","Textura_medB8","Elevacion","Pendiente","Orientacion","clases"
0.116538286209106,0.0972036793828011,0.0845751762390137,0.0695572048425674,0.0777946263551712,0.0658600181341171,0.0510471686720848,0.0712724104523659,0.00100083160214126,301.975769042969,299.835266113281,0.73967969417572,1,0.770317435264587,0.171809986233711,0.138892576098442,0.176980093121529,0.058076661080122,0.0405181460082531,0.0422066003084183,203.519439697266,2.19582176208496,166.920486450195,"WT"
0.114059872925282,0.0945098921656609,0.0847625583410263,0.0633127614855766,0.0434471592307091,0.0194389410316944,0.0119224218651652,0.0758959501981735,0.00102471699938178,297.871368408203,295.728515625,1,0.796562433242798,0.822734534740448,0.0356056056916714,0.0808763653039932,0.102555684745312,0.0394482985138893,0.080101802945137,0.022672314196825,338,1.17977070808411,98.9109268188477,"WT"
0.110376477241516,0.0884691029787064,0.0774359628558159,0.0513800531625748,0.0269667897373438,0.0103595126420259,0.00706288497895002,0.0655946955084801,0.00107904034666717,295.699005126953,293.77294921875,0.896174132823944,0.983092904090881,0.947236657142639,0.00305639067664742,0.0620109066367149,0.0620109066367149,0.0506595261394978,0.0847616642713547,0.0158895216882229,337.723571777344,7.37891435623169,142.959625244141,"WT"
0.100265450775623,0.0789121761918068,0.0625722110271454,0.0447653084993362,0.145464614033699,0.0822015404701233,0.0494810156524181,0.0576217621564865,0.00114619382657111,293.067749023438,292.247528076172,1,0.377417474985123,0.316603064537048,0.556128740310669,0.375411212444305,0.556128740310669,0.0109790991991758,0.0160407740622759,0.00561439385637641,1134.41101074219,29.7565727233887,241.256683349609,"BE"
0.103708855807781,0.08129021525383,0.0584532618522644,0.0402156375348568,0.134027525782585,0.0915442183613777,0.0529844649136066,0.0521989911794662,0.000990234548225999,295.894256591797,294.77587890625,1,0.549481153488159,0.597745895385742,0.555121183395386,0.238726511597633,0.555121183395386,0.0370063632726669,0.0539480894804001,0.0141650065779686,602.251831054688,21.9702243804932,253.403411865234,"BE"
0.100457198917866,0.0798483788967133,0.0677335634827614,0.0450932718813419,0.220892563462257,0.0956354737281799,0.0469803884625435,0.0587088167667389,0.00140428252052516,294.783142089844,293.461730957031,1,0.644036173820496,0.601873815059662,0.668691337108612,0.563566029071808,0.668691337108612,0.0197093244642019,0.0186445787549019,0.0109649989753962,1069.03210449219,21.1029052734375,197.492935180664,"BE"
0.100979886949062,0.0792645663022995,0.0625422671437263,0.041267391294241,0.188552364706993,0.0891740471124649,0.0419143587350845,0.05379518866539,0.0011467527365312,293.690979003906,292.535430908203,1,0.547755241394043,0.528553903102875,0.654982388019562,0.494253396987915,0.654982388019562,0.0181334484368563,0.0153184458613396,0.00768260611221194,878.653442382812,23.3948783874512,214.764190673828,"BE"
0.100594826042652,0.0788826942443848,0.0567085780203342,0.0379062667489052,0.131492212414742,0.0831547230482101,0.0478063486516476,0.0481327250599861,0.00115863722749054,295.446624755859,294.002532958984,1,0.608988642692566,0.659345626831055,0.562583982944489,0.342192023992538,0.562583982944489,0.0361888147890568,0.043183721601963,0.015372077934444,856.662109375,25.6929454803467,275.243560791016,"BE"
0.101671621203423,0.0793588757514954,0.0565725862979889,0.0369496904313564,0.119650095701218,0.0741783678531647,0.0420028790831566,0.0491330809891224,0.00110940891318023,294.665771484375,293.164978027344,1,0.587728142738342,0.62566202878952,0.558590292930603,0.318448156118393,0.558590292930603,0.03652473539114,0.0383543036878109,0.0113800968974829,692.139221191406,28.5688247680664,274.043975830078,"BE"
0.103087767958641,0.08072729408741,0.0602261200547218,0.0394492708146572,0.155735924839973,0.0849663689732552,0.0430783145129681,0.0511085242033005,0.00099263503216207,295.317565917969,293.453277587891,1,0.524107933044434,0.556430757045746,0.612060964107513,0.381472021341324,0.612060964107513,0.028099050745368,0.0289986561983824,0.00863337703049183,659.886169433594,21.9087944030762,265.279693603516,"BE"
0.104383416473866,0.0820777043700218,0.0599389299750328,0.0426645651459694,0.119327694177628,0.0778570026159286,0.0449957624077797,0.0542403347790241,0.00106469064485282,295.636505126953,294.096527099609,1,0.596992433071136,0.667047917842865,0.498181521892548,0.259275674819946,0.498181521892548,0.0315327979624271,0.0339930169284344,0.0159405935555696,628.672180175781,32.7187461853027,284.850311279297,"BE"
0.103785119950771,0.0818736627697945,0.0602954365313053,0.0426296107470989,0.135311260819435,0.0913173258304596,0.0518180467188358,0.0539976768195629,0.000986121944151819,294.282623291016,292.930786132812,1,0.475633054971695,0.536130487918854,0.544510066509247,0.157938897609711,0.544510066509247,0.0251682456582785,0.0275476984679699,0.0123879453167319,712.685668945312,32.3061637878418,217.738647460938,"BE"
0.102758064866066,0.0805752351880074,0.0612594224512577,0.0394492261111736,0.178981781005859,0.0857708528637886,0.040754146873951,0.0516116246581078,0.00116595660801977,293.890045166016,292.736328125,1,0.346331864595413,0.334433704614639,0.654505252838135,0.17818520963192,0.654505252838135,0.0270294155925512,0.0280871875584126,0.00992243271321058,717.924743652344,22.492733001709,213.640853881836,"BE"
0.104533150792122,0.0825263783335686,0.06177032366395,0.0466192364692688,0.125010311603546,0.110312946140766,0.0722772032022476,0.0526515245437622,0.000939404009841383,297.273345947266,295.344635009766,0.986206412315369,0.786352336406708,0.929445922374725,0.472395002841949,0.362022757530212,0.472395002841949,0.0367975309491158,0.0384366810321808,0.0115837398916483,731.094970703125,21.1853675842285,289.77587890625,"BE"
0.104265376925468,0.0822084993124008,0.062839575111866,0.0420898087322712,0.165462017059326,0.0922724604606628,0.0458489172160625,0.0530933104455471,0.00099672528449446,295.95556640625,294.640686035156,1,0.90892094373703,0.918428182601929,0.608716011047363,0.544263064861298,0.608716011047363,0.0475900247693062,0.0494434759020805,0.0175634250044823,585.7099609375,27.2848720550537,292.908111572266,"BE"
0.108059450984001,0.0862257331609726,0.0670325979590416,0.0532987602055073,0.133380264043808,0.12176950275898,0.0774240419268608,0.0590468011796474,0.000931973569095135,299.384185791016,296.696868896484,0.977376222610474,0.847207367420197,0.971144080162048,0.465061694383621,0.356638938188553,0.465061694383621,0.040439534932375,0.0296362265944481,0.0194426011294127,474.731750488281,13.37291431427,296.988861083984,"BE"
0.107928767800331,0.0859978497028351,0.0672565773129463,0.0508769415318966,0.178926050662994,0.125269308686256,0.0717815905809402,0.0583350025117397,0.00105065340176225,299.647155761719,296.690368652344,0.979914665222168,0.937128365039825,0.998687326908112,0.547002375125885,0.520518720149994,0.547002375125885,0.0405547954142094,0.0377232618629932,0.0214735884219408,469.850769042969,13.9889583587646,37.2654762268066,"BE"
0.108023449778557,0.0860995799303055,0.0663364008069038,0.0507043525576591,0.177392765879631,0.114363148808479,0.0661843866109848,0.0611004829406738,0.000927972258068621,298.462097167969,295.947235107422,0.959721684455872,0.956285238265991,1,0.565125048160553,0.559321582317352,0.565125048160553,0.0487644411623478,0.0432613678276539,0.0243767965584993,434.102111816406,20.0822505950928,329.4375,"BE"
0.109609566628933,0.088563472032547,0.0672032609581947,0.0567987263202667,0.120698638260365,0.128485947847366,0.085045114159584,0.0564427673816681,0.000939003832172602,297.500366210938,296.096282958984,0.961998462677002,0.794721961021423,0.981907486915588,0.387805491685867,0.242807537317276,0.387805491685867,0.0395864620804787,0.049602098762989,0.0212018582969904,548.854675292969,32.4901962280273,292.819976806641,"BE"
0.104012787342072,0.0817528665065765,0.0633452236652374,0.0428924597799778,0.177560701966286,0.102746471762657,0.0509351529181004,0.0569862313568592,0.000956612464506179,293.339630126953,292.161315917969,1,0.360317438840866,0.34980970621109,0.629227221012115,0.121218867599964,0.629227221012115,0.0101907644420862,0.0294449031352997,0.0124482614919543,630.120971679688,24.3707752227783,206.695281982422,"BE"
0.10124571621418,0.079452209174633,0.0624190457165241,0.0408677272498608,0.184541493654251,0.0896470546722412,0.0418107844889164,0.0524841770529747,0.00108453060965985,293.101409912109,291.96484375,1,0.569423258304596,0.564813137054443,0.650262713432312,0.455222696065903,0.650262713432312,0.0114199295639992,0.0199456568807364,0.00483329966664314,807.853454589844,24.6191501617432,223.40934753418,"BE"
0.105078853666782,0.0838965252041817,0.0663812458515167,0.047042191028595,0.170914456248283,0.107411995530128,0.0584104061126709,0.0521165654063225,0.00096113421022892,297.153076171875,295.175079345703,1,0.831189334392548,0.87928181886673,0.586622834205627,0.513530611991882,0.586622834205627,0.0359884276986122,0.0398116707801819,0.0112809669226408,665.35400390625,13.0119075775146,304.698547363281,"BE"
0.108659490942955,0.0867961421608925,0.0669353157281876,0.0515759848058224,0.169315427541733,0.123246483504772,0.0734749585390091,0.0597835779190063,0.000911504554096609,297.494689941406,295.578308105469,1,0.929771602153778,0.959260880947113,0.548310399055481,0.480370372533798,0.548310399055481,0.0418671108782291,0.024167375639081,0.0216164644807577,392.761199951172,9.16083240509033,311.740753173828,"BE"
0.106152795255184,0.083484560251236,0.0619928576052189,0.0433563776314259,0.1780955940485,0.101392932236195,0.0528452657163143,0.0544260144233704,0.00092716421931982,295.293609619141,293.858367919922,1,0.670909762382507,0.681485295295715,0.633734464645386,0.472397416830063,0.633734464645386,0.0210801139473915,0.0235771872103214,0.0109371170401573,437.320861816406,23.9657516479492,183.273361206055,"BE"
